unit_hl_2,af_hl_2,af_ol,TN,FP,FN,TP,accuracy_score,precision_0,precision_1,recall_0,recall_1,F1_score_0,F1_score_1,macro_avg_precision,macro_avg_recall,macro_avg_F1score,weighted_avg_precision,weighted_avg_recall,weighted_avg_F1score,AUC_score
3,relu,sigmoid,251,7,26,68,0.90625,0.9061371841155235,0.9066666666666666,0.9728682170542635,0.723404255319149,0.9383177570093457,0.8047337278106509,0.9064019253910951,0.8481362361867062,0.8715257424099982,0.9062785800240672,0.90625,0.9026447492119669,0.15186376381329375
3,relu,tanh,251,7,13,81,0.9431818181818182,0.9507575757575758,0.9204545454545454,0.9728682170542635,0.8617021276595744,0.9616858237547893,0.8901098901098901,0.9356060606060606,0.917285172356919,0.9258978569323397,0.9426652892561983,0.9431818181818182,0.9425717960200718,0.08271482764308101
3,sigmoid,relu,254,4,51,43,0.84375,0.8327868852459016,0.9148936170212766,0.9844961240310077,0.4574468085106383,0.9023090586145649,0.6099290780141844,0.8738402511335891,0.720971466270823,0.7561190683143746,0.8547131147540984,0.84375,0.824230313795145,0.279028533729177
3,sigmoid,sigmoid,248,10,37,57,0.8664772727272727,0.8701754385964913,0.8507462686567164,0.9612403100775194,0.6063829787234043,0.9134438305709025,0.7080745341614907,0.8604608536266038,0.7838116444004619,0.8107591823661966,0.8649869670784832,0.8664772727272727,0.8586008934615709,0.2161883555995382
3,sigmoid,tanh,250,8,45,49,0.8494318181818182,0.847457627118644,0.8596491228070176,0.9689922480620154,0.5212765957446809,0.9041591320072333,0.6490066225165563,0.8535533749628308,0.7451344219033482,0.7765828772618948,0.8507133106263347,0.8494318181818182,0.8360218141318821,0.25486557809665183
3,tanh,relu,258,0,94,0,0.7329545454545454,0.7329545454545454,0.0,1.0,0.0,0.8459016393442622,0.0,0.3664772727272727,0.5,0.4229508196721311,0.5372223657024793,0.7329545454545454,0.6200074515648285,0.5
3,tanh,sigmoid,250,8,31,63,0.8892045454545454,0.8896797153024911,0.8873239436619719,0.9689922480620154,0.6702127659574468,0.9276437847866419,0.7636363636363637,0.8885018294822316,0.8196025070097311,0.8456400742115028,0.8890506171939433,0.8892045454545454,0.883846348456738,0.18039749299026883
3,tanh,tanh,256,2,38,56,0.8863636363636364,0.8707482993197279,0.9655172413793104,0.9922480620155039,0.5957446808510638,0.9275362318840579,0.7368421052631579,0.9181327703495191,0.7939963714332838,0.8321891685736078,0.896055914528821,0.8863636363636364,0.8766122321614311,0.20600362856671617
4,relu,relu,254,4,9,85,0.9630681818181818,0.9657794676806084,0.9550561797752809,0.9844961240310077,0.9042553191489362,0.9750479846449136,0.9289617486338798,0.9604178237279446,0.944375721589972,0.9520048666393968,0.9629158623877084,0.9630681818181818,0.962740864801058,0.05562427841002803
4,relu,sigmoid,251,7,33,61,0.8863636363636364,0.8838028169014085,0.8970588235294118,0.9728682170542635,0.648936170212766,0.9261992619926199,0.7530864197530864,0.8904308202154101,0.8109021936335148,0.8396428408728531,0.8873427732168412,0.8863636363636364,0.8799702643491081,0.18909780636648527
4,relu,tanh,258,0,94,0,0.7329545454545454,0.7329545454545454,0.0,1.0,0.0,0.8459016393442622,0.0,0.3664772727272727,0.5,0.4229508196721311,0.5372223657024793,0.7329545454545454,0.6200074515648285,0.5
4,sigmoid,relu,250,8,53,41,0.8267045454545454,0.8250825082508251,0.8367346938775511,0.9689922480620154,0.43617021276595747,0.8912655971479501,0.5734265734265734,0.8309086010641881,0.7025812304139865,0.7323460852872617,0.8281941714579623,0.8267045454545454,0.8063881305859916,0.29741876958601354
4,sigmoid,sigmoid,248,10,37,57,0.8664772727272727,0.8701754385964913,0.8507462686567164,0.9612403100775194,0.6063829787234043,0.9134438305709025,0.7080745341614907,0.8604608536266038,0.7838116444004619,0.8107591823661966,0.8649869670784832,0.8664772727272727,0.8586008934615709,0.2161883555995382
4,sigmoid,tanh,258,0,94,0,0.7329545454545454,0.7329545454545454,0.0,1.0,0.0,0.8459016393442622,0.0,0.3664772727272727,0.5,0.4229508196721311,0.5372223657024793,0.7329545454545454,0.6200074515648285,0.5
4,tanh,relu,143,115,8,86,0.6505681818181818,0.9470198675496688,0.42786069651741293,0.5542635658914729,0.9148936170212766,0.6992665036674817,0.5830508474576271,0.6874402820335409,0.7345785914563747,0.6411586755625545,0.8083807707399188,0.6505681818181818,0.6682316409296228,0.2654214085436253
4,tanh,sigmoid,251,7,30,64,0.8948863636363636,0.8932384341637011,0.9014084507042254,0.9728682170542635,0.6808510638297872,0.9313543599257884,0.7757575757575758,0.8973234424339632,0.8268596404420254,0.8535559678416821,0.8954201999444092,0.8948863636363636,0.889802945971777,0.1731403595579746
4,tanh,tanh,254,4,42,52,0.8693181818181818,0.8581081081081081,0.9285714285714286,0.9844961240310077,0.5531914893617021,0.9169675090252708,0.6933333333333335,0.8933397683397684,0.768843806696355,0.8051504211793021,0.8769250175500176,0.8693181818181818,0.8572470189257193,0.23115619330364506
5,relu,relu,249,9,35,59,0.875,0.8767605633802817,0.8676470588235294,0.9651162790697675,0.6276595744680851,0.918819188191882,0.7283950617283951,0.8722038111019056,0.7963879267689262,0.8236071249601385,0.8743268434134218,0.875,0.8679672907840189,0.20361207323107378
5,relu,sigmoid,251,7,35,59,0.8806818181818182,0.8776223776223776,0.8939393939393939,0.9728682170542635,0.6276595744680851,0.9227941176470589,0.7374999999999999,0.8857808857808858,0.8002638957611743,0.8301470588235293,0.8819797626615808,0.8806818181818182,0.8733121657754009,0.1997361042388257
5,relu,tanh,248,10,37,57,0.8664772727272727,0.8701754385964913,0.8507462686567164,0.9612403100775194,0.6063829787234043,0.9134438305709025,0.7080745341614907,0.8604608536266038,0.7838116444004619,0.8107591823661966,0.8649869670784832,0.8664772727272727,0.8586008934615709,0.2161883555995382
5,sigmoid,relu,252,6,38,56,0.875,0.8689655172413793,0.9032258064516129,0.9767441860465116,0.5957446808510638,0.9197080291970803,0.7179487179487178,0.8860956618464961,0.7862444334487877,0.8188283735728991,0.878114571746385,0.875,0.8658291222159835,0.2137555665512123
5,sigmoid,sigmoid,249,9,37,57,0.8693181818181818,0.8706293706293706,0.8636363636363636,0.9651162790697675,0.6063829787234043,0.9154411764705882,0.7125000000000001,0.8671328671328671,0.785749628896586,0.8139705882352941,0.8687619198982837,0.8693181818181818,0.8612466577540108,0.21425037110341413
5,sigmoid,tanh,250,8,43,51,0.8551136363636364,0.8532423208191127,0.864406779661017,0.9689922480620154,0.5425531914893617,0.9074410163339383,0.6666666666666666,0.8588245502400649,0.7557727197756885,0.7870538415003024,0.856223738805303,0.8551136363636364,0.8431433206841554,0.24422728022431142
5,tanh,relu,252,6,31,63,0.8948863636363636,0.8904593639575972,0.9130434782608695,0.9767441860465116,0.6702127659574468,0.9316081330868762,0.7730061349693251,0.9017514211092333,0.8234784760019792,0.8523071340281007,0.896490349027221,0.8948863636363636,0.8892541904077575,0.17652152399802076
5,tanh,sigmoid,250,8,32,62,0.8863636363636364,0.8865248226950354,0.8857142857142857,0.9689922480620154,0.6595744680851063,0.9259259259259259,0.7560975609756098,0.8861195542046605,0.8142833580735609,0.8410117434507678,0.8863083724785852,0.8863636363636364,0.8805740330130575,0.18571664192643908
5,tanh,tanh,251,7,34,60,0.8835227272727273,0.8807017543859649,0.8955223880597015,0.9728682170542635,0.6382978723404256,0.9244935543278083,0.7453416149068323,0.8881120712228332,0.8055830446973445,0.8349175846173202,0.8846595372420196,0.8835227272727273,0.8766518432324341,0.19441695530265546
6,relu,relu,254,4,9,85,0.9630681818181818,0.9657794676806084,0.9550561797752809,0.9844961240310077,0.9042553191489362,0.9750479846449136,0.9289617486338798,0.9604178237279446,0.944375721589972,0.9520048666393968,0.9629158623877084,0.9630681818181818,0.962740864801058,0.05562427841002803
6,relu,sigmoid,252,6,30,64,0.8977272727272727,0.8936170212765957,0.9142857142857143,0.9767441860465116,0.6808510638297872,0.9333333333333332,0.7804878048780487,0.903951367781155,0.8287976249381495,0.856910569105691,0.8991365017960763,0.8977272727272727,0.8925166297117516,0.17120237506185057
6,relu,tanh,258,0,94,0,0.7329545454545454,0.7329545454545454,0.0,1.0,0.0,0.8459016393442622,0.0,0.3664772727272727,0.5,0.4229508196721311,0.5372223657024793,0.7329545454545454,0.6200074515648285,0.5
6,sigmoid,relu,253,5,42,52,0.8664772727272727,0.8576271186440678,0.9122807017543859,0.9806201550387597,0.5531914893617021,0.91500904159132,0.6887417218543047,0.8849539101992269,0.766905822200231,0.8018753817228124,0.8722221095883005,0.8664772727272727,0.854585382343367,0.23309417779976907
6,sigmoid,sigmoid,249,9,37,57,0.8693181818181818,0.8706293706293706,0.8636363636363636,0.9651162790697675,0.6063829787234043,0.9154411764705882,0.7125000000000001,0.8671328671328671,0.785749628896586,0.8139705882352941,0.8687619198982837,0.8693181818181818,0.8612466577540108,0.21425037110341413
6,sigmoid,tanh,252,6,46,48,0.8522727272727273,0.8456375838926175,0.8888888888888888,0.9767441860465116,0.5106382978723404,0.9064748201438849,0.6486486486486487,0.8672632363907531,0.7436912419594259,0.7775617343962669,0.8571876482950308,0.8522727272727273,0.8376235129832252,0.25630875804057396
6,tanh,relu,250,8,31,63,0.8892045454545454,0.8896797153024911,0.8873239436619719,0.9689922480620154,0.6702127659574468,0.9276437847866419,0.7636363636363637,0.8885018294822316,0.8196025070097311,0.8456400742115028,0.8890506171939433,0.8892045454545454,0.883846348456738,0.18039749299026883
6,tanh,sigmoid,249,9,26,68,0.9005681818181818,0.9054545454545454,0.8831168831168831,0.9651162790697675,0.723404255319149,0.9343339587242026,0.7953216374269005,0.8942857142857142,0.8442602671944582,0.8648277980755515,0.8994893742621014,0.9005681818181818,0.8972113501959457,0.1557397328055418
6,tanh,tanh,254,4,35,59,0.8892045454545454,0.8788927335640139,0.9365079365079365,0.9844961240310077,0.6276595744680851,0.9287020109689214,0.7515923566878981,0.9077003350359751,0.8060778492495464,0.8401471838284098,0.8942786116229023,0.8892045454545454,0.8814056828370572,0.1939221507504536
