unit_hl_2,unit_hl_3,af_hl_2,af_hl_3,af_ol,TN,FP,FN,TP,accuracy_score,precision_0,precision_1,recall_0,recall_1,F1_score_0,F1_score_1,macro_avg_precision,macro_avg_recall,macro_avg_F1score,weighted_avg_precision,weighted_avg_recall,weighted_avg_F1score,AUC_score
1,1,sigmoid,relu,sigmoid,258,0,94,0,0.7329545454545454,0.7329545454545454,0.0,1.0,0.0,0.8459016393442622,0.0,0.3664772727272727,0.5,0.4229508196721311,0.5372223657024793,0.7329545454545454,0.6200074515648285,0.5
1,1,sigmoid,relu,tanh,258,0,94,0,0.7329545454545454,0.7329545454545454,0.0,1.0,0.0,0.8459016393442622,0.0,0.3664772727272727,0.5,0.4229508196721311,0.5372223657024793,0.7329545454545454,0.6200074515648285,0.5
1,1,sigmoid,sigmoid,relu,251,7,38,56,0.8721590909090909,0.8685121107266436,0.8888888888888888,0.9728682170542635,0.5957446808510638,0.9177330895795246,0.713375796178344,0.8787004998077662,0.7843064489526637,0.8155544428789343,0.8739536367131522,0.8721590909090909,0.8631604032735275,0.2156935510473363
1,1,sigmoid,sigmoid,sigmoid,247,11,36,58,0.8664772727272727,0.872791519434629,0.8405797101449275,0.9573643410852714,0.6170212765957447,0.9131238447319779,0.7116564417177915,0.8566856147897782,0.787192808840508,0.8123901432248848,0.8641895021811291,0.8664772727272727,0.8593228905179623,0.212807191159492
1,1,sigmoid,sigmoid,tanh,258,0,94,0,0.7329545454545454,0.7329545454545454,0.0,1.0,0.0,0.8459016393442622,0.0,0.3664772727272727,0.5,0.4229508196721311,0.5372223657024793,0.7329545454545454,0.6200074515648285,0.5
1,1,sigmoid,tanh,relu,258,0,94,0,0.7329545454545454,0.7329545454545454,0.0,1.0,0.0,0.8459016393442622,0.0,0.3664772727272727,0.5,0.4229508196721311,0.5372223657024793,0.7329545454545454,0.6200074515648285,0.5
1,1,sigmoid,tanh,sigmoid,249,9,35,59,0.875,0.8767605633802817,0.8676470588235294,0.9651162790697675,0.6276595744680851,0.918819188191882,0.7283950617283951,0.8722038111019056,0.7963879267689262,0.8236071249601385,0.8743268434134218,0.875,0.8679672907840189,0.20361207323107378
1,1,sigmoid,tanh,tanh,250,8,46,48,0.8465909090909091,0.8445945945945946,0.8571428571428571,0.9689922480620154,0.5106382978723404,0.9025270758122743,0.64,0.8508687258687259,0.7398152729671779,0.7712635379061372,0.847945551070551,0.8465909090909091,0.8324204135214965,0.2601847270328221
1,1,tanh,relu,relu,258,0,94,0,0.7329545454545454,0.7329545454545454,0.0,1.0,0.0,0.8459016393442622,0.0,0.3664772727272727,0.5,0.4229508196721311,0.5372223657024793,0.7329545454545454,0.6200074515648285,0.5
1,1,tanh,relu,sigmoid,250,8,34,60,0.8806818181818182,0.8802816901408451,0.8823529411764706,0.9689922480620154,0.6382978723404256,0.922509225092251,0.7407407407407407,0.8813173156586578,0.8036450602012205,0.8316249829164959,0.8808348083151315,0.8806818181818182,0.8739687775665637,0.19635493979877947
1,1,tanh,relu,tanh,258,0,94,0,0.7329545454545454,0.7329545454545454,0.0,1.0,0.0,0.8459016393442622,0.0,0.3664772727272727,0.5,0.4229508196721311,0.5372223657024793,0.7329545454545454,0.6200074515648285,0.5
1,1,tanh,sigmoid,relu,258,0,94,0,0.7329545454545454,0.7329545454545454,0.0,1.0,0.0,0.8459016393442622,0.0,0.3664772727272727,0.5,0.4229508196721311,0.5372223657024793,0.7329545454545454,0.6200074515648285,0.5
1,1,tanh,sigmoid,sigmoid,247,11,33,61,0.875,0.8821428571428571,0.8472222222222222,0.9573643410852714,0.648936170212766,0.9182156133828997,0.7349397590361446,0.8646825396825397,0.8031502556490187,0.8265776862095222,0.8728174603174602,0.875,0.869272629551664,0.19684974435098138
1,1,tanh,sigmoid,tanh,258,0,94,0,0.7329545454545454,0.7329545454545454,0.0,1.0,0.0,0.8459016393442622,0.0,0.3664772727272727,0.5,0.4229508196721311,0.5372223657024793,0.7329545454545454,0.6200074515648285,0.5
1,1,tanh,tanh,relu,252,6,36,58,0.8806818181818182,0.875,0.90625,0.9767441860465116,0.6170212765957447,0.923076923076923,0.7341772151898734,0.890625,0.7968827313211282,0.8286270691333982,0.8833451704545454,0.8806818181818182,0.8726321147207223,0.20311726867887184
1,1,tanh,tanh,sigmoid,244,14,27,67,0.8835227272727273,0.9003690036900369,0.8271604938271605,0.9457364341085271,0.7127659574468085,0.9224952741020794,0.7657142857142857,0.8637647487585987,0.8292511957776678,0.8441047799081826,0.8808190038971098,0.8835227272727273,0.8806276237939753,0.1707488042223322
1,1,tanh,tanh,tanh,239,19,27,67,0.8693181818181818,0.8984962406015038,0.7790697674418605,0.9263565891472868,0.7127659574468085,0.9122137404580153,0.7444444444444445,0.8387830040216822,0.8195612732970476,0.8283290924512299,0.8666039437918264,0.8693181818181818,0.8674117125453003,0.18043872670295233
1,2,relu,relu,relu,258,0,94,0,0.7329545454545454,0.7329545454545454,0.0,1.0,0.0,0.8459016393442622,0.0,0.3664772727272727,0.5,0.4229508196721311,0.5372223657024793,0.7329545454545454,0.6200074515648285,0.5
1,2,relu,relu,sigmoid,258,0,94,0,0.7329545454545454,0.7329545454545454,0.0,1.0,0.0,0.8459016393442622,0.0,0.3664772727272727,0.5,0.4229508196721311,0.5372223657024793,0.7329545454545454,0.6200074515648285,0.5
1,2,relu,relu,tanh,249,9,33,61,0.8806818181818182,0.8829787234042553,0.8714285714285714,0.9651162790697675,0.648936170212766,0.9222222222222223,0.7439024390243902,0.8772036474164133,0.8070262246412667,0.8330623306233063,0.8798943078198398,0.8806818181818182,0.8746027346637103,0.1929737753587333
1,2,relu,sigmoid,relu,258,0,94,0,0.7329545454545454,0.7329545454545454,0.0,1.0,0.0,0.8459016393442622,0.0,0.3664772727272727,0.5,0.4229508196721311,0.5372223657024793,0.7329545454545454,0.6200074515648285,0.5
1,2,relu,sigmoid,sigmoid,247,11,35,59,0.8693181818181818,0.875886524822695,0.8428571428571429,0.9573643410852714,0.6276595744680851,0.9148148148148149,0.7195121951219512,0.859371833839919,0.7925119577766782,0.817163504968383,0.8670661785023487,0.8693181818181818,0.8626601379650161,0.20748804222332182
1,2,relu,sigmoid,tanh,249,9,33,61,0.8806818181818182,0.8829787234042553,0.8714285714285714,0.9651162790697675,0.648936170212766,0.9222222222222223,0.7439024390243902,0.8772036474164133,0.8070262246412667,0.8330623306233063,0.8798943078198398,0.8806818181818182,0.8746027346637103,0.1929737753587333
1,2,relu,tanh,relu,258,0,94,0,0.7329545454545454,0.7329545454545454,0.0,1.0,0.0,0.8459016393442622,0.0,0.3664772727272727,0.5,0.4229508196721311,0.5372223657024793,0.7329545454545454,0.6200074515648285,0.5
1,2,relu,tanh,sigmoid,258,0,94,0,0.7329545454545454,0.7329545454545454,0.0,1.0,0.0,0.8459016393442622,0.0,0.3664772727272727,0.5,0.4229508196721311,0.5372223657024793,0.7329545454545454,0.6200074515648285,0.5
1,2,relu,tanh,tanh,258,0,94,0,0.7329545454545454,0.7329545454545454,0.0,1.0,0.0,0.8459016393442622,0.0,0.3664772727272727,0.5,0.4229508196721311,0.5372223657024793,0.7329545454545454,0.6200074515648285,0.5
1,2,sigmoid,relu,relu,250,8,34,60,0.8806818181818182,0.8802816901408451,0.8823529411764706,0.9689922480620154,0.6382978723404256,0.922509225092251,0.7407407407407407,0.8813173156586578,0.8036450602012205,0.8316249829164959,0.8808348083151315,0.8806818181818182,0.8739687775665637,0.19635493979877947
1,2,sigmoid,relu,sigmoid,258,0,94,0,0.7329545454545454,0.7329545454545454,0.0,1.0,0.0,0.8459016393442622,0.0,0.3664772727272727,0.5,0.4229508196721311,0.5372223657024793,0.7329545454545454,0.6200074515648285,0.5
1,2,sigmoid,relu,tanh,258,0,94,0,0.7329545454545454,0.7329545454545454,0.0,1.0,0.0,0.8459016393442622,0.0,0.3664772727272727,0.5,0.4229508196721311,0.5372223657024793,0.7329545454545454,0.6200074515648285,0.5
1,2,sigmoid,sigmoid,relu,258,0,94,0,0.7329545454545454,0.7329545454545454,0.0,1.0,0.0,0.8459016393442622,0.0,0.3664772727272727,0.5,0.4229508196721311,0.5372223657024793,0.7329545454545454,0.6200074515648285,0.5
1,2,sigmoid,sigmoid,sigmoid,247,11,35,59,0.8693181818181818,0.875886524822695,0.8428571428571429,0.9573643410852714,0.6276595744680851,0.9148148148148149,0.7195121951219512,0.859371833839919,0.7925119577766782,0.817163504968383,0.8670661785023487,0.8693181818181818,0.8626601379650161,0.20748804222332182
1,2,sigmoid,sigmoid,tanh,258,0,94,0,0.7329545454545454,0.7329545454545454,0.0,1.0,0.0,0.8459016393442622,0.0,0.3664772727272727,0.5,0.4229508196721311,0.5372223657024793,0.7329545454545454,0.6200074515648285,0.5
1,2,sigmoid,tanh,relu,258,0,94,0,0.7329545454545454,0.7329545454545454,0.0,1.0,0.0,0.8459016393442622,0.0,0.3664772727272727,0.5,0.4229508196721311,0.5372223657024793,0.7329545454545454,0.6200074515648285,0.5
1,2,sigmoid,tanh,sigmoid,250,8,35,59,0.8778409090909091,0.8771929824561403,0.8805970149253731,0.9689922480620154,0.6276595744680851,0.9208103130755063,0.732919254658385,0.8788949986907567,0.7983259112650503,0.8268647838669456,0.8781020138541741,0.8778409090909091,0.8706348599754796,0.2016740887349497
1,2,sigmoid,tanh,tanh,258,0,94,0,0.7329545454545454,0.7329545454545454,0.0,1.0,0.0,0.8459016393442622,0.0,0.3664772727272727,0.5,0.4229508196721311,0.5372223657024793,0.7329545454545454,0.6200074515648285,0.5
1,2,tanh,relu,relu,251,7,36,58,0.8778409090909091,0.8745644599303136,0.8923076923076924,0.9728682170542635,0.6170212765957447,0.9211009174311926,0.7295597484276729,0.883436076119003,0.7949447468250042,0.8253303329294328,0.8793027094856363,0.8778409090909091,0.8699507188904799,0.2050552531749959
1,2,tanh,relu,sigmoid,246,12,30,64,0.8806818181818182,0.8913043478260869,0.8421052631578947,0.9534883720930233,0.6808510638297872,0.9213483146067417,0.7529411764705882,0.8667048054919908,0.8171697179614053,0.8371447455386649,0.8781659558976492,0.8806818181818182,0.8763759538544735,0.18283028203859478
1,2,tanh,relu,tanh,250,8,34,60,0.8806818181818182,0.8802816901408451,0.8823529411764706,0.9689922480620154,0.6382978723404256,0.922509225092251,0.7407407407407407,0.8813173156586578,0.8036450602012205,0.8316249829164959,0.8808348083151315,0.8806818181818182,0.8739687775665637,0.19635493979877947
1,2,tanh,sigmoid,relu,252,6,35,59,0.8835227272727273,0.8780487804878049,0.9076923076923077,0.9767441860465116,0.6276595744680851,0.9247706422018348,0.7421383647798743,0.8928705440900563,0.8022018802572983,0.8334545034908545,0.8859649496844618,0.8835227272727273,0.8759995226630157,0.19779811974270164
1,2,tanh,sigmoid,sigmoid,246,12,32,62,0.875,0.8848920863309353,0.8378378378378378,0.9534883720930233,0.6595744680851063,0.917910447761194,0.7380952380952381,0.8613649620843866,0.8065314200890648,0.828002842928216,0.8723264631538012,0.875,0.8698916133617626,0.19346857991093522
1,2,tanh,sigmoid,tanh,258,0,94,0,0.7329545454545454,0.7329545454545454,0.0,1.0,0.0,0.8459016393442622,0.0,0.3664772727272727,0.5,0.4229508196721311,0.5372223657024793,0.7329545454545454,0.6200074515648285,0.5
1,2,tanh,tanh,relu,252,6,35,59,0.8835227272727273,0.8780487804878049,0.9076923076923077,0.9767441860465116,0.6276595744680851,0.9247706422018348,0.7421383647798743,0.8928705440900563,0.8022018802572983,0.8334545034908545,0.8859649496844618,0.8835227272727273,0.8759995226630157,0.19779811974270164
1,2,tanh,tanh,sigmoid,249,9,27,67,0.8977272727272727,0.9021739130434783,0.881578947368421,0.9651162790697675,0.7127659574468085,0.9325842696629213,0.788235294117647,0.8918764302059496,0.838941118258288,0.8604097818902842,0.8966741210734347,0.8977272727272727,0.8940365318752629,0.16105888174171204
1,2,tanh,tanh,tanh,258,0,94,0,0.7329545454545454,0.7329545454545454,0.0,1.0,0.0,0.8459016393442622,0.0,0.3664772727272727,0.5,0.4229508196721311,0.5372223657024793,0.7329545454545454,0.6200074515648285,0.5
1,3,relu,relu,relu,252,6,34,60,0.8863636363636364,0.8811188811188811,0.9090909090909091,0.9767441860465116,0.6382978723404256,0.9264705882352942,0.75,0.8951048951048951,0.8075210291934686,0.8382352941176471,0.8885886840432295,0.8863636363636364,0.8793449197860962,0.19247897080653142
1,3,relu,relu,sigmoid,250,8,33,61,0.8835227272727273,0.8833922261484098,0.8840579710144928,0.9689922480620154,0.648936170212766,0.9242144177449166,0.7484662576687117,0.8837250985814513,0.8089642091373908,0.8363403377068142,0.8835700102887842,0.8835227272727273,0.8772816704518391,0.19103579086260927
1,3,relu,relu,tanh,247,11,30,64,0.8835227272727273,0.8916967509025271,0.8533333333333334,0.9573643410852714,0.6808510638297872,0.9233644859813084,0.757396449704142,0.8725150421179302,0.8191077024575293,0.8403804678427251,0.8814519746198447,0.8835227272727273,0.879043476293656,0.18089229754247074
1,3,relu,sigmoid,relu,249,9,35,59,0.875,0.8767605633802817,0.8676470588235294,0.9651162790697675,0.6276595744680851,0.918819188191882,0.7283950617283951,0.8722038111019056,0.7963879267689262,0.8236071249601385,0.8743268434134218,0.875,0.8679672907840189,0.20361207323107378
1,3,relu,sigmoid,sigmoid,248,10,35,59,0.8721590909090909,0.8763250883392226,0.855072463768116,0.9612403100775194,0.6276595744680851,0.9168207024029575,0.7239263803680982,0.8656987760536693,0.7944499422728022,0.8203735413855279,0.8706496715503476,0.8721590909090909,0.8653091504959213,0.20555005772719778
1,3,relu,sigmoid,tanh,247,11,33,61,0.875,0.8821428571428571,0.8472222222222222,0.9573643410852714,0.648936170212766,0.9182156133828997,0.7349397590361446,0.8646825396825397,0.8031502556490187,0.8265776862095222,0.8728174603174602,0.875,0.869272629551664,0.19684974435098138
1,3,relu,tanh,relu,258,0,94,0,0.7329545454545454,0.7329545454545454,0.0,1.0,0.0,0.8459016393442622,0.0,0.3664772727272727,0.5,0.4229508196721311,0.5372223657024793,0.7329545454545454,0.6200074515648285,0.5
1,3,relu,tanh,sigmoid,248,10,28,66,0.8920454545454546,0.8985507246376812,0.868421052631579,0.9612403100775194,0.7021276595744681,0.9288389513108615,0.7764705882352942,0.8834858886346301,0.8316839848259938,0.8526547697730779,0.8905047326815062,0.8920454545454546,0.8881496725349998,0.16831601517400627
1,3,relu,tanh,tanh,258,0,94,0,0.7329545454545454,0.7329545454545454,0.0,1.0,0.0,0.8459016393442622,0.0,0.3664772727272727,0.5,0.4229508196721311,0.5372223657024793,0.7329545454545454,0.6200074515648285,0.5
1,3,sigmoid,relu,relu,258,0,94,0,0.7329545454545454,0.7329545454545454,0.0,1.0,0.0,0.8459016393442622,0.0,0.3664772727272727,0.5,0.4229508196721311,0.5372223657024793,0.7329545454545454,0.6200074515648285,0.5
1,3,sigmoid,relu,sigmoid,250,8,37,57,0.8721590909090909,0.8710801393728222,0.8769230769230769,0.9689922480620154,0.6063829787234043,0.9174311926605504,0.7169811320754718,0.8740016081479496,0.7876876133927099,0.8172061623680111,0.8726404692868107,0.8721590909090909,0.8639019151179442,0.2123123866072901
1,3,sigmoid,relu,tanh,258,0,94,0,0.7329545454545454,0.7329545454545454,0.0,1.0,0.0,0.8459016393442622,0.0,0.3664772727272727,0.5,0.4229508196721311,0.5372223657024793,0.7329545454545454,0.6200074515648285,0.5
1,3,sigmoid,sigmoid,relu,258,0,94,0,0.7329545454545454,0.7329545454545454,0.0,1.0,0.0,0.8459016393442622,0.0,0.3664772727272727,0.5,0.4229508196721311,0.5372223657024793,0.7329545454545454,0.6200074515648285,0.5
1,3,sigmoid,sigmoid,sigmoid,248,10,36,58,0.8693181818181818,0.8732394366197183,0.8529411764705882,0.9612403100775194,0.6170212765957447,0.9151291512915128,0.7160493827160493,0.8630903065451532,0.789130793336632,0.8155892670037811,0.8678188785117119,0.8693181818181818,0.8619658040014742,0.21086920666336798
1,3,sigmoid,sigmoid,tanh,258,0,94,0,0.7329545454545454,0.7329545454545454,0.0,1.0,0.0,0.8459016393442622,0.0,0.3664772727272727,0.5,0.4229508196721311,0.5372223657024793,0.7329545454545454,0.6200074515648285,0.5
1,3,sigmoid,tanh,relu,245,13,33,61,0.8693181818181818,0.8812949640287769,0.8243243243243243,0.9496124031007752,0.648936170212766,0.9141791044776119,0.7261904761904763,0.8528096441765507,0.7992742866567706,0.820184790334044,0.8660812136531562,0.8693181818181818,0.8639775957872972,0.20072571334322944
1,3,sigmoid,tanh,sigmoid,250,8,34,60,0.8806818181818182,0.8802816901408451,0.8823529411764706,0.9689922480620154,0.6382978723404256,0.922509225092251,0.7407407407407407,0.8813173156586578,0.8036450602012205,0.8316249829164959,0.8808348083151315,0.8806818181818182,0.8739687775665637,0.19635493979877947
1,3,sigmoid,tanh,tanh,258,0,94,0,0.7329545454545454,0.7329545454545454,0.0,1.0,0.0,0.8459016393442622,0.0,0.3664772727272727,0.5,0.4229508196721311,0.5372223657024793,0.7329545454545454,0.6200074515648285,0.5
1,3,tanh,relu,relu,246,12,29,65,0.8835227272727273,0.8945454545454545,0.8441558441558441,0.9534883720930233,0.6914893617021277,0.9230769230769231,0.760233918128655,0.8693506493506493,0.8224888668975755,0.8416554206027891,0.8810891381345928,0.8835227272727273,0.8795904388009652,0.17751113310242453
1,3,tanh,relu,sigmoid,258,0,94,0,0.7329545454545454,0.7329545454545454,0.0,1.0,0.0,0.8459016393442622,0.0,0.3664772727272727,0.5,0.4229508196721311,0.5372223657024793,0.7329545454545454,0.6200074515648285,0.5
1,3,tanh,relu,tanh,243,15,27,67,0.8806818181818182,0.9,0.8170731707317073,0.9418604651162791,0.7127659574468085,0.9204545454545455,0.7613636363636364,0.8585365853658536,0.8273132112815438,0.8409090909090909,0.8778547671840354,0.8806818181818182,0.877970041322314,0.17268678871845622
1,3,tanh,sigmoid,relu,258,0,94,0,0.7329545454545454,0.7329545454545454,0.0,1.0,0.0,0.8459016393442622,0.0,0.3664772727272727,0.5,0.4229508196721311,0.5372223657024793,0.7329545454545454,0.6200074515648285,0.5
1,3,tanh,sigmoid,sigmoid,244,14,30,64,0.875,0.8905109489051095,0.8205128205128205,0.9457364341085271,0.6808510638297872,0.9172932330827068,0.7441860465116279,0.855511884708965,0.8132937489691572,0.8307396397971674,0.8718182668912596,0.875,0.8710657457597482,0.18670625103084282
1,3,tanh,sigmoid,tanh,251,7,34,60,0.8835227272727273,0.8807017543859649,0.8955223880597015,0.9728682170542635,0.6382978723404256,0.9244935543278083,0.7453416149068323,0.8881120712228332,0.8055830446973445,0.8349175846173202,0.8846595372420196,0.8835227272727273,0.8766518432324341,0.19441695530265546
1,3,tanh,tanh,relu,242,16,30,64,0.8693181818181818,0.8897058823529411,0.8,0.937984496124031,0.6808510638297872,0.9132075471698113,0.7356321839080461,0.8448529411764706,0.8094177799769091,0.8244198655389288,0.8657503342245989,0.8693181818181818,0.865786853571499,0.19058222002309091
1,3,tanh,tanh,sigmoid,249,9,27,67,0.8977272727272727,0.9021739130434783,0.881578947368421,0.9651162790697675,0.7127659574468085,0.9325842696629213,0.788235294117647,0.8918764302059496,0.838941118258288,0.8604097818902842,0.8966741210734347,0.8977272727272727,0.8940365318752629,0.16105888174171204
1,3,tanh,tanh,tanh,247,11,28,66,0.8892045454545454,0.8981818181818182,0.8571428571428571,0.9573643410852714,0.7021276595744681,0.9268292682926829,0.7719298245614036,0.8776623376623376,0.8297460003298698,0.8493795464270433,0.8872225501770956,0.8892045454545454,0.8854640759326252,0.1702539996701303
1,4,relu,relu,relu,258,0,94,0,0.7329545454545454,0.7329545454545454,0.0,1.0,0.0,0.8459016393442622,0.0,0.3664772727272727,0.5,0.4229508196721311,0.5372223657024793,0.7329545454545454,0.6200074515648285,0.5
1,4,relu,relu,sigmoid,258,0,94,0,0.7329545454545454,0.7329545454545454,0.0,1.0,0.0,0.8459016393442622,0.0,0.3664772727272727,0.5,0.4229508196721311,0.5372223657024793,0.7329545454545454,0.6200074515648285,0.5
1,4,relu,relu,tanh,258,0,94,0,0.7329545454545454,0.7329545454545454,0.0,1.0,0.0,0.8459016393442622,0.0,0.3664772727272727,0.5,0.4229508196721311,0.5372223657024793,0.7329545454545454,0.6200074515648285,0.5
1,4,relu,sigmoid,relu,246,12,31,63,0.8778409090909091,0.8880866425992779,0.84,0.9534883720930233,0.6702127659574468,0.919626168224299,0.7455621301775148,0.864043321299639,0.8118505690252351,0.8325941492009069,0.875245323268789,0.8778409090909091,0.8731431580640782,0.18814943097476494
1,4,relu,sigmoid,sigmoid,249,9,34,60,0.8778409090909091,0.8798586572438163,0.8695652173913043,0.9651162790697675,0.6382978723404256,0.9205175600739373,0.736196319018405,0.8747119373175603,0.8017070757050966,0.8283569395461712,0.8771098409195659,0.8778409090909091,0.8712954104738803,0.1982929242949035
1,4,relu,sigmoid,tanh,258,0,94,0,0.7329545454545454,0.7329545454545454,0.0,1.0,0.0,0.8459016393442622,0.0,0.3664772727272727,0.5,0.4229508196721311,0.5372223657024793,0.7329545454545454,0.6200074515648285,0.5
1,4,relu,tanh,relu,258,0,94,0,0.7329545454545454,0.7329545454545454,0.0,1.0,0.0,0.8459016393442622,0.0,0.3664772727272727,0.5,0.4229508196721311,0.5372223657024793,0.7329545454545454,0.6200074515648285,0.5
1,4,relu,tanh,sigmoid,250,8,30,64,0.8920454545454546,0.8928571428571429,0.8888888888888888,0.9689922480620154,0.6808510638297872,0.9293680297397771,0.7710843373493975,0.8908730158730158,0.8249216559459014,0.8502261835445872,0.8917974386724388,0.8920454545454546,0.8870990891582552,0.17507834405409864
1,4,relu,tanh,tanh,249,9,31,63,0.8863636363636364,0.8892857142857142,0.875,0.9651162790697675,0.6702127659574468,0.9256505576208178,0.7590361445783133,0.8821428571428571,0.8176645225136072,0.8423433510995655,0.8854707792207793,0.8863636363636364,0.8811569359560582,0.18233547748639287
1,4,sigmoid,relu,relu,248,10,35,59,0.8721590909090909,0.8763250883392226,0.855072463768116,0.9612403100775194,0.6276595744680851,0.9168207024029575,0.7239263803680982,0.8656987760536693,0.7944499422728022,0.8203735413855279,0.8706496715503476,0.8721590909090909,0.8653091504959213,0.20555005772719778
1,4,sigmoid,relu,sigmoid,248,10,35,59,0.8721590909090909,0.8763250883392226,0.855072463768116,0.9612403100775194,0.6276595744680851,0.9168207024029575,0.7239263803680982,0.8656987760536693,0.7944499422728022,0.8203735413855279,0.8706496715503476,0.8721590909090909,0.8653091504959213,0.20555005772719778
1,4,sigmoid,relu,tanh,258,0,94,0,0.7329545454545454,0.7329545454545454,0.0,1.0,0.0,0.8459016393442622,0.0,0.3664772727272727,0.5,0.4229508196721311,0.5372223657024793,0.7329545454545454,0.6200074515648285,0.5
1,4,sigmoid,sigmoid,relu,258,0,94,0,0.7329545454545454,0.7329545454545454,0.0,1.0,0.0,0.8459016393442622,0.0,0.3664772727272727,0.5,0.4229508196721311,0.5372223657024793,0.7329545454545454,0.6200074515648285,0.5
1,4,sigmoid,sigmoid,sigmoid,247,11,36,58,0.8664772727272727,0.872791519434629,0.8405797101449275,0.9573643410852714,0.6170212765957447,0.9131238447319779,0.7116564417177915,0.8566856147897782,0.787192808840508,0.8123901432248848,0.8641895021811291,0.8664772727272727,0.8593228905179623,0.212807191159492
1,4,sigmoid,sigmoid,tanh,249,9,38,56,0.8664772727272727,0.867595818815331,0.8615384615384616,0.9651162790697675,0.5957446808510638,0.9137614678899082,0.7044025157232704,0.8645671401768963,0.7804304799604156,0.8090819918065892,0.8659782290879853,0.8664772727272727,0.8578531113454083,0.21956952003958438
1,4,sigmoid,tanh,relu,250,8,51,43,0.8323863636363636,0.8305647840531561,0.8431372549019608,0.9689922480620154,0.4574468085106383,0.8944543828264758,0.593103448275862,0.8368510194775585,0.7132195282863268,0.7437789155511689,0.8339222052457346,0.8323863636363636,0.8139799855317097,0.28678047171367316
1,4,sigmoid,tanh,sigmoid,251,7,34,60,0.8835227272727273,0.8807017543859649,0.8955223880597015,0.9728682170542635,0.6382978723404256,0.9244935543278083,0.7453416149068323,0.8881120712228332,0.8055830446973445,0.8349175846173202,0.8846595372420196,0.8835227272727273,0.8766518432324341,0.19441695530265546
1,4,sigmoid,tanh,tanh,258,0,94,0,0.7329545454545454,0.7329545454545454,0.0,1.0,0.0,0.8459016393442622,0.0,0.3664772727272727,0.5,0.4229508196721311,0.5372223657024793,0.7329545454545454,0.6200074515648285,0.5
1,4,tanh,relu,relu,251,7,27,67,0.9034090909090909,0.9028776978417267,0.9054054054054054,0.9728682170542635,0.7127659574468085,0.9365671641791044,0.7976190476190476,0.904141551623566,0.8428170872505361,0.867093105899076,0.9035527106570271,0.9034090909090909,0.8994617012340892,0.157182912749464
