unit_hl_2,unit_hl_3,af_hl_2,af_hl_3,af_ol,TN,FP,FN,TP,accuracy_score,precision_0,precision_1,recall_0,recall_1,F1_score_0,F1_score_1,macro_avg_precision,macro_avg_recall,macro_avg_F1score,weighted_avg_precision,weighted_avg_recall,weighted_avg_F1score,AUC_score
1,1,relu,relu,relu,248,10,33,61,0.8778409090909091,0.8825622775800712,0.8591549295774648,0.9612403100775194,0.648936170212766,0.9202226345083488,0.7393939393939394,0.870858603578768,0.8050882401451427,0.8298082869511441,0.8763114516930116,0.8778409090909091,0.87193315342666,0.19491175985485734
1,1,relu,relu,sigmoid,258,0,94,0,0.7329545454545454,0.7329545454545454,0.0,1.0,0.0,0.8459016393442622,0.0,0.3664772727272727,0.5,0.4229508196721311,0.5372223657024793,0.7329545454545454,0.6200074515648285,0.5
1,1,relu,relu,tanh,258,0,94,0,0.7329545454545454,0.7329545454545454,0.0,1.0,0.0,0.8459016393442622,0.0,0.3664772727272727,0.5,0.4229508196721311,0.5372223657024793,0.7329545454545454,0.6200074515648285,0.5
1,1,relu,sigmoid,relu,258,0,94,0,0.7329545454545454,0.7329545454545454,0.0,1.0,0.0,0.8459016393442622,0.0,0.3664772727272727,0.5,0.4229508196721311,0.5372223657024793,0.7329545454545454,0.6200074515648285,0.5
1,1,relu,sigmoid,sigmoid,258,0,94,0,0.7329545454545454,0.7329545454545454,0.0,1.0,0.0,0.8459016393442622,0.0,0.3664772727272727,0.5,0.4229508196721311,0.5372223657024793,0.7329545454545454,0.6200074515648285,0.5
1,1,relu,sigmoid,tanh,258,0,94,0,0.7329545454545454,0.7329545454545454,0.0,1.0,0.0,0.8459016393442622,0.0,0.3664772727272727,0.5,0.4229508196721311,0.5372223657024793,0.7329545454545454,0.6200074515648285,0.5
1,1,relu,tanh,relu,258,0,94,0,0.7329545454545454,0.7329545454545454,0.0,1.0,0.0,0.8459016393442622,0.0,0.3664772727272727,0.5,0.4229508196721311,0.5372223657024793,0.7329545454545454,0.6200074515648285,0.5
1,1,relu,tanh,sigmoid,248,10,32,62,0.8806818181818182,0.8857142857142857,0.8611111111111112,0.9612403100775194,0.6595744680851063,0.9219330855018588,0.7469879518072289,0.8734126984126984,0.8104073890813128,0.8344605186545438,0.8791441197691197,0.8806818181818182,0.8752147827538611,0.18959261091868715
1,1,relu,tanh,tanh,258,0,94,0,0.7329545454545454,0.7329545454545454,0.0,1.0,0.0,0.8459016393442622,0.0,0.3664772727272727,0.5,0.4229508196721311,0.5372223657024793,0.7329545454545454,0.6200074515648285,0.5
1,1,sigmoid,relu,relu,248,10,34,60,0.875,0.8794326241134752,0.8571428571428571,0.9612403100775194,0.6382978723404256,0.9185185185185185,0.7317073170731707,0.8682877406281662,0.7997690912089725,0.8251129177958446,0.8734802431610942,0.875,0.8686314363143631,0.20023090879102756
1,1,sigmoid,relu,sigmoid,258,0,94,0,0.7329545454545454,0.7329545454545454,0.0,1.0,0.0,0.8459016393442622,0.0,0.3664772727272727,0.5,0.4229508196721311,0.5372223657024793,0.7329545454545454,0.6200074515648285,0.5
1,1,sigmoid,relu,tanh,247,11,34,60,0.8721590909090909,0.8790035587188612,0.8450704225352113,0.9573643410852714,0.6382978723404256,0.9165120593692022,0.7272727272727273,0.8620369906270362,0.7978311067128485,0.8218923933209648,0.8699418689425454,0.8721590909090909,0.8659765559116207,0.20216889328715157
1,1,sigmoid,sigmoid,relu,258,0,94,0,0.7329545454545454,0.7329545454545454,0.0,1.0,0.0,0.8459016393442622,0.0,0.3664772727272727,0.5,0.4229508196721311,0.5372223657024793,0.7329545454545454,0.6200074515648285,0.5
1,1,sigmoid,sigmoid,sigmoid,246,12,36,58,0.8636363636363636,0.8723404255319149,0.8285714285714286,0.9534883720930233,0.6170212765957447,0.9111111111111112,0.7073170731707318,0.8504559270516718,0.785254824344384,0.8092140921409214,0.8606521138436033,0.8636363636363636,0.8566888396156691,0.21474517565561604
1,1,sigmoid,sigmoid,tanh,258,0,94,0,0.7329545454545454,0.7329545454545454,0.0,1.0,0.0,0.8459016393442622,0.0,0.3664772727272727,0.5,0.4229508196721311,0.5372223657024793,0.7329545454545454,0.6200074515648285,0.5
1,1,sigmoid,tanh,relu,258,0,94,0,0.7329545454545454,0.7329545454545454,0.0,1.0,0.0,0.8459016393442622,0.0,0.3664772727272727,0.5,0.4229508196721311,0.5372223657024793,0.7329545454545454,0.6200074515648285,0.5
1,1,sigmoid,tanh,sigmoid,249,9,35,59,0.875,0.8767605633802817,0.8676470588235294,0.9651162790697675,0.6276595744680851,0.918819188191882,0.7283950617283951,0.8722038111019056,0.7963879267689262,0.8236071249601385,0.8743268434134218,0.875,0.8679672907840189,0.20361207323107378
1,1,sigmoid,tanh,tanh,258,0,94,0,0.7329545454545454,0.7329545454545454,0.0,1.0,0.0,0.8459016393442622,0.0,0.3664772727272727,0.5,0.4229508196721311,0.5372223657024793,0.7329545454545454,0.6200074515648285,0.5
1,1,tanh,relu,relu,247,11,28,66,0.8892045454545454,0.8981818181818182,0.8571428571428571,0.9573643410852714,0.7021276595744681,0.9268292682926829,0.7719298245614036,0.8776623376623376,0.8297460003298698,0.8493795464270433,0.8872225501770956,0.8892045454545454,0.8854640759326252,0.1702539996701303
1,1,tanh,relu,sigmoid,258,0,94,0,0.7329545454545454,0.7329545454545454,0.0,1.0,0.0,0.8459016393442622,0.0,0.3664772727272727,0.5,0.4229508196721311,0.5372223657024793,0.7329545454545454,0.6200074515648285,0.5
1,1,tanh,relu,tanh,249,9,31,63,0.8863636363636364,0.8892857142857142,0.875,0.9651162790697675,0.6702127659574468,0.9256505576208178,0.7590361445783133,0.8821428571428571,0.8176645225136072,0.8423433510995655,0.8854707792207793,0.8863636363636364,0.8811569359560582,0.18233547748639287
1,1,tanh,sigmoid,relu,249,9,34,60,0.8778409090909091,0.8798586572438163,0.8695652173913043,0.9651162790697675,0.6382978723404256,0.9205175600739373,0.736196319018405,0.8747119373175603,0.8017070757050966,0.8283569395461712,0.8771098409195659,0.8778409090909091,0.8712954104738803,0.1982929242949035
1,1,tanh,sigmoid,sigmoid,248,10,33,61,0.8778409090909091,0.8825622775800712,0.8591549295774648,0.9612403100775194,0.648936170212766,0.9202226345083488,0.7393939393939394,0.870858603578768,0.8050882401451427,0.8298082869511441,0.8763114516930116,0.8778409090909091,0.87193315342666,0.19491175985485734
1,1,tanh,sigmoid,tanh,249,9,33,61,0.8806818181818182,0.8829787234042553,0.8714285714285714,0.9651162790697675,0.648936170212766,0.9222222222222223,0.7439024390243902,0.8772036474164133,0.8070262246412667,0.8330623306233063,0.8798943078198398,0.8806818181818182,0.8746027346637103,0.1929737753587333
1,1,tanh,tanh,relu,251,7,44,50,0.8551136363636364,0.8508474576271187,0.8771929824561403,0.9728682170542635,0.5319148936170213,0.9077757685352621,0.662251655629139,0.8640202200416295,0.7523915553356424,0.7850137120822005,0.8578829102803234,0.8551136363636364,0.8422096702023769,0.2476084446643576
1,1,tanh,tanh,sigmoid,247,11,28,66,0.8892045454545454,0.8981818181818182,0.8571428571428571,0.9573643410852714,0.7021276595744681,0.9268292682926829,0.7719298245614036,0.8776623376623376,0.8297460003298698,0.8493795464270433,0.8872225501770956,0.8892045454545454,0.8854640759326252,0.1702539996701303
1,1,tanh,tanh,tanh,246,12,46,48,0.8352272727272727,0.8424657534246576,0.8,0.9534883720930233,0.5106382978723404,0.8945454545454546,0.6233766233766233,0.8212328767123288,0.7320633349826818,0.758961038961039,0.8311254669987548,0.8352272727272727,0.8221310507674144,0.2679366650173182
1,2,relu,relu,relu,247,11,30,64,0.8835227272727273,0.8916967509025271,0.8533333333333334,0.9573643410852714,0.6808510638297872,0.9233644859813084,0.757396449704142,0.8725150421179302,0.8191077024575293,0.8403804678427251,0.8814519746198447,0.8835227272727273,0.879043476293656,0.18089229754247074
1,2,relu,relu,sigmoid,249,9,34,60,0.8778409090909091,0.8798586572438163,0.8695652173913043,0.9651162790697675,0.6382978723404256,0.9205175600739373,0.736196319018405,0.8747119373175603,0.8017070757050966,0.8283569395461712,0.8771098409195659,0.8778409090909091,0.8712954104738803,0.1982929242949035
1,2,relu,relu,tanh,258,0,94,0,0.7329545454545454,0.7329545454545454,0.0,1.0,0.0,0.8459016393442622,0.0,0.3664772727272727,0.5,0.4229508196721311,0.5372223657024793,0.7329545454545454,0.6200074515648285,0.5
1,2,relu,sigmoid,relu,249,9,33,61,0.8806818181818182,0.8829787234042553,0.8714285714285714,0.9651162790697675,0.648936170212766,0.9222222222222223,0.7439024390243902,0.8772036474164133,0.8070262246412667,0.8330623306233063,0.8798943078198398,0.8806818181818182,0.8746027346637103,0.1929737753587333
1,2,relu,sigmoid,sigmoid,258,0,94,0,0.7329545454545454,0.7329545454545454,0.0,1.0,0.0,0.8459016393442622,0.0,0.3664772727272727,0.5,0.4229508196721311,0.5372223657024793,0.7329545454545454,0.6200074515648285,0.5
1,2,relu,sigmoid,tanh,258,0,94,0,0.7329545454545454,0.7329545454545454,0.0,1.0,0.0,0.8459016393442622,0.0,0.3664772727272727,0.5,0.4229508196721311,0.5372223657024793,0.7329545454545454,0.6200074515648285,0.5
1,2,relu,tanh,relu,258,0,94,0,0.7329545454545454,0.7329545454545454,0.0,1.0,0.0,0.8459016393442622,0.0,0.3664772727272727,0.5,0.4229508196721311,0.5372223657024793,0.7329545454545454,0.6200074515648285,0.5
